PatternConfig Name,Benchmark,Profiler,MemCellType,Cache Level,Design Target,Capacity,Word Width (bits),Optimization Target,Total Reads,Total Writes,Total Hits,Total Misses,Total Read Latency (ms),Total Write Latency (ms),Total Hit Latency (ms),Total Miss Latency (ms),Total Latency (ms),Total Read Energy (mJ),Total Write Energy (mJ),Total Hit Energy (mJ),Total Miss Energy (mJ),Total Energy (mJ),Cache Hit Latency (ns),Cache Miss Latency (ns),Cache Write Latency (ns),Cache Hit Energy (nJ),Cache Miss Energy (nJ),Cache Write Energy (nJ),Leakage Power (mW),Total Area (mm^2)
memsyspatternconfig_mcf_s_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,26930345,1110034,28040379,0,976.1550290696972,237.3529793152333,976.1550290696972,0.0,1213.5080083849305,128.33273803332264,3.4688171900620257,128.33273803332264,0.0,131.80155522338467,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_bwaves_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,7534246,16845409,24379655,0,848.7161616194342,3601.9689612513175,848.7161616194342,0.0,4450.685122870752,111.57865870706613,52.64131036781356,111.57865870706613,0.0,164.21996907487969,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_lbm_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,8808533,22650710,31459243,0,1095.1741510047232,4843.287234539977,1095.1741510047232,0.0,5938.4613855447005,143.97989380406162,70.7826717155599,143.97989380406162,0.0,214.76256551962152,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_leela_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,9052,70374,79426,0,2.7650157417233827,15.047717967494897,2.7650157417233827,0.0,17.81273370921828,0.36350992442130275,0.21991627367578379,0.36350992442130275,0.0,0.5834261980970865,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_roms_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,1152980,20175938,21328918,0,742.5124521432177,4314.119202456348,742.5124521432177,0.0,5056.631654599566,97.61631418135325,63.04909629797433,97.61631418135325,0.0,160.6654104793276,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_xz_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,138335,623610,0,0,0.0,133.3433853654687,0.0,0.0,133.3433853654687,0.0,1.9487593063767232,0.0,0.0,1.9487593063767232,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_x264_s_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,2526461,1522659,0,0,0.0,325.58250479818986,0.0,0.0,325.58250479818986,0.0,4.758255795590634,0.0,0.0,4.758255795590634,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_omnetpp_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,6767,2460,9227,0,0.321214718717821,0.5260094097257146,0.321214718717821,0.0,0.8472241284435356,0.04222932128818473,0.007687413437383524,0.04222932128818473,0.0,0.049916734725568256,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_deepsjeng_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,5944,15574610,15580554,0,542.3976666931637,3330.2404117106557,542.3976666931637,0.0,3872.6380784038192,71.30770789139609,48.67010820975927,71.30770789139609,0.0,119.97781610115535,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
memsyspatternconfig_wrf_r_l3,core_0,sniper,RRAM (Memristor),N/A,cache,8MB,128,ReadLatency,2475478,3772730,0,0,0.0,806.7038538026405,0.0,0.0,806.7038538026405,0.0,11.789648494967455,0.0,0.0,11.789648494967455,3.481247628891525,2.3291048104245182,21.382496330313604,0.45767119636051506,0.45767119636051506,0.31249648119445217,64.87113115628527,4.471910063037782
